,dataset,date,species,trap,latitude,longitude,wnvpresent,year,month,week,dayofweek,nummosquitos
29549,test,2008-08-13,CULEX PIPIENS/RESTUANS,T107,41.729669,-87.582699,,2008,8,33,2,
29550,test,2008-08-13,CULEX RESTUANS,T107,41.729669,-87.582699,,2008,8,33,2,
29551,test,2008-08-13,CULEX PIPIENS,T107,41.729669,-87.582699,,2008,8,33,2,
29557,test,2008-08-13,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,,2008,8,33,2,
29558,test,2008-08-13,CULEX RESTUANS,T128,41.704572,-87.565666,,2008,8,33,2,
29559,test,2008-08-13,CULEX PIPIENS,T128,41.704572,-87.565666,,2008,8,33,2,
29565,test,2008-08-13,CULEX PIPIENS/RESTUANS,T072,41.74785,-87.702716,,2008,8,33,2,
29566,test,2008-08-13,CULEX RESTUANS,T072,41.74785,-87.702716,,2008,8,33,2,
29567,test,2008-08-13,CULEX PIPIENS,T072,41.74785,-87.702716,,2008,8,33,2,
29573,test,2008-08-13,CULEX PIPIENS/RESTUANS,T078,41.775051,-87.655356,,2008,8,33,2,
29574,test,2008-08-13,CULEX RESTUANS,T078,41.775051,-87.655356,,2008,8,33,2,
29575,test,2008-08-13,CULEX PIPIENS,T078,41.775051,-87.655356,,2008,8,33,2,
29581,test,2008-08-13,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.604498,,2008,8,33,2,
29582,test,2008-08-13,CULEX RESTUANS,T097,41.644612,-87.604498,,2008,8,33,2,
29583,test,2008-08-13,CULEX PIPIENS,T097,41.644612,-87.604498,,2008,8,33,2,
29589,test,2008-08-13,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,,2008,8,33,2,
29590,test,2008-08-13,CULEX RESTUANS,T099,41.733643,-87.55551,,2008,8,33,2,
29591,test,2008-08-13,CULEX PIPIENS,T099,41.733643,-87.55551,,2008,8,33,2,
29597,test,2008-08-13,CULEX PIPIENS/RESTUANS,T100,41.717753,-87.531657,,2008,8,33,2,
29598,test,2008-08-13,CULEX RESTUANS,T100,41.717753,-87.531657,,2008,8,33,2,
29599,test,2008-08-13,CULEX PIPIENS,T100,41.717753,-87.531657,,2008,8,33,2,
29605,test,2008-08-13,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,,2008,8,33,2,
29606,test,2008-08-13,CULEX RESTUANS,T102,41.750498,-87.605294,,2008,8,33,2,
29607,test,2008-08-13,CULEX PIPIENS,T102,41.750498,-87.605294,,2008,8,33,2,
29613,test,2008-08-13,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,,2008,8,33,2,
29614,test,2008-08-13,CULEX RESTUANS,T103,41.702724,-87.536497,,2008,8,33,2,
29615,test,2008-08-13,CULEX PIPIENS,T103,41.702724,-87.536497,,2008,8,33,2,
29621,test,2008-08-13,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,,2008,8,33,2,
29622,test,2008-08-13,CULEX RESTUANS,T027,41.984809,-87.728492,,2008,8,33,2,
29623,test,2008-08-13,CULEX PIPIENS,T027,41.984809,-87.728492,,2008,8,33,2,
29629,test,2008-08-13,CULEX PIPIENS/RESTUANS,T156,41.772846,-87.740029,,2008,8,33,2,
29630,test,2008-08-13,CULEX RESTUANS,T156,41.772846,-87.740029,,2008,8,33,2,
29631,test,2008-08-13,CULEX PIPIENS,T156,41.772846,-87.740029,,2008,8,33,2,
29637,test,2008-08-13,CULEX PIPIENS/RESTUANS,T157,41.825902,-87.667827,,2008,8,33,2,
29638,test,2008-08-13,CULEX RESTUANS,T157,41.825902,-87.667827,,2008,8,33,2,
29639,test,2008-08-13,CULEX PIPIENS,T157,41.825902,-87.667827,,2008,8,33,2,
29645,test,2008-08-13,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.538693,,2008,8,33,2,
29649,test,2008-08-13,CULEX RESTUANS,T221,41.659112,-87.538693,,2008,8,33,2,
29650,test,2008-08-13,CULEX PIPIENS,T221,41.659112,-87.538693,,2008,8,33,2,
29656,test,2008-08-13,CULEX PIPIENS/RESTUANS,T009,41.992478,-87.862995,,2008,8,33,2,
29657,test,2008-08-13,CULEX RESTUANS,T009,41.992478,-87.862995,,2008,8,33,2,
29658,test,2008-08-13,CULEX PIPIENS,T009,41.992478,-87.862995,,2008,8,33,2,
29664,test,2008-08-13,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,,2008,8,33,2,
29668,test,2008-08-13,CULEX RESTUANS,T900,41.974689,-87.890615,,2008,8,33,2,
29672,test,2008-08-13,CULEX PIPIENS,T900,41.974689,-87.890615,,2008,8,33,2,
29679,test,2008-08-13,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,,2008,8,33,2,
29680,test,2008-08-13,CULEX RESTUANS,T903,41.957799,-87.930995,,2008,8,33,2,
29681,test,2008-08-13,CULEX PIPIENS,T903,41.957799,-87.930995,,2008,8,33,2,
29687,test,2008-08-13,CULEX PIPIENS/RESTUANS,T090A,41.690423,-87.656929,,2008,8,33,2,
29695,test,2008-08-13,CULEX RESTUANS,T090A,41.690423,-87.656929,,2008,8,33,2,
29696,test,2008-08-13,CULEX PIPIENS,T090A,41.690423,-87.656929,,2008,8,33,2,
29702,test,2008-08-13,CULEX PIPIENS/RESTUANS,T090B,41.868533,-87.661638,,2008,8,33,2,
29703,test,2008-08-13,CULEX RESTUANS,T090B,41.868533,-87.661638,,2008,8,33,2,
29704,test,2008-08-13,CULEX PIPIENS,T090B,41.868533,-87.661638,,2008,8,33,2,
29710,test,2008-08-13,CULEX PIPIENS/RESTUANS,T090C,41.675876,-87.651515,,2008,8,33,2,
29711,test,2008-08-13,CULEX RESTUANS,T090C,41.675876,-87.651515,,2008,8,33,2,
29712,test,2008-08-13,CULEX PIPIENS,T090C,41.675876,-87.651515,,2008,8,33,2,
29718,test,2008-08-13,CULEX PIPIENS/RESTUANS,T200A,41.731929,-87.54854,,2008,8,33,2,
29721,test,2008-08-13,CULEX RESTUANS,T200A,41.731929,-87.54854,,2008,8,33,2,
29722,test,2008-08-13,CULEX PIPIENS,T200A,41.731929,-87.54854,,2008,8,33,2,
29728,test,2008-08-13,CULEX PIPIENS/RESTUANS,T128A,41.738583,-87.567726,,2008,8,33,2,
29729,test,2008-08-13,CULEX RESTUANS,T128A,41.738583,-87.567726,,2008,8,33,2,
29730,test,2008-08-13,CULEX PIPIENS,T128A,41.738583,-87.567726,,2008,8,33,2,
29736,test,2008-08-13,CULEX PIPIENS/RESTUANS,T200B,41.646541,-87.543762,,2008,8,33,2,
29737,test,2008-08-13,CULEX RESTUANS,T200B,41.646541,-87.543762,,2008,8,33,2,
29738,test,2008-08-13,CULEX PIPIENS,T200B,41.646541,-87.543762,,2008,8,33,2,
29744,test,2008-08-13,CULEX PIPIENS/RESTUANS,T218A,41.95477,-87.73089,,2008,8,33,2,
29745,test,2008-08-13,CULEX RESTUANS,T218A,41.95477,-87.73089,,2008,8,33,2,
29746,test,2008-08-13,CULEX PIPIENS,T218A,41.95477,-87.73089,,2008,8,33,2,
29752,test,2008-08-13,CULEX PIPIENS/RESTUANS,T218C,41.933652,-87.738416,,2008,8,33,2,
29753,test,2008-08-13,CULEX RESTUANS,T218C,41.933652,-87.738416,,2008,8,33,2,
29754,test,2008-08-13,CULEX PIPIENS,T218C,41.933652,-87.738416,,2008,8,33,2,
29760,test,2008-08-13,CULEX PIPIENS/RESTUANS,T218B,41.94828,-87.74134,,2008,8,33,2,
29761,test,2008-08-13,CULEX RESTUANS,T218B,41.94828,-87.74134,,2008,8,33,2,
29762,test,2008-08-13,CULEX PIPIENS,T218B,41.94828,-87.74134,,2008,8,33,2,
29768,test,2008-08-13,CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,,2008,8,33,2,
29769,test,2008-08-13,CULEX RESTUANS,T222,41.925198,-87.746381,,2008,8,33,2,
29770,test,2008-08-13,CULEX PIPIENS,T222,41.925198,-87.746381,,2008,8,33,2,
29776,test,2008-08-13,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,,2008,8,33,2,
29777,test,2008-08-13,CULEX RESTUANS,T223,41.973845,-87.805059,,2008,8,33,2,
29778,test,2008-08-13,CULEX PIPIENS,T223,41.973845,-87.805059,,2008,8,33,2,
29784,test,2008-08-13,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,,2008,8,33,2,
29785,test,2008-08-13,CULEX RESTUANS,T225,41.743402,-87.731435,,2008,8,33,2,
29786,test,2008-08-13,CULEX PIPIENS,T225,41.743402,-87.731435,,2008,8,33,2,
29792,test,2008-08-13,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.600963,,2008,8,33,2,
29793,test,2008-08-13,CULEX RESTUANS,T227,41.728495,-87.600963,,2008,8,33,2,
29794,test,2008-08-13,CULEX PIPIENS,T227,41.728495,-87.600963,,2008,8,33,2,
29800,test,2008-08-13,CULEX PIPIENS/RESTUANS,T224,41.947227,-87.671457,,2008,8,33,2,
29801,test,2008-08-13,CULEX RESTUANS,T224,41.947227,-87.671457,,2008,8,33,2,
29802,test,2008-08-13,CULEX PIPIENS,T224,41.947227,-87.671457,,2008,8,33,2,
29808,test,2008-08-13,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,,2008,8,33,2,
29809,test,2008-08-13,CULEX RESTUANS,T226,41.793818,-87.654234,,2008,8,33,2,
29810,test,2008-08-13,CULEX PIPIENS,T226,41.793818,-87.654234,,2008,8,33,2,
29816,test,2008-08-13,CULEX PIPIENS/RESTUANS,T229,41.753411,-87.639817,,2008,8,33,2,
29817,test,2008-08-13,CULEX RESTUANS,T229,41.753411,-87.639817,,2008,8,33,2,
29818,test,2008-08-13,CULEX PIPIENS,T229,41.753411,-87.639817,,2008,8,33,2,
29824,test,2008-08-13,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,,2008,8,33,2,
29825,test,2008-08-13,CULEX RESTUANS,T230,41.904194,-87.756155,,2008,8,33,2,
29826,test,2008-08-13,CULEX PIPIENS,T230,41.904194,-87.756155,,2008,8,33,2,
29832,test,2008-08-13,CULEX PIPIENS/RESTUANS,T228,41.951866,-87.725057,,2008,8,33,2,
29833,test,2008-08-13,CULEX RESTUANS,T228,41.951866,-87.725057,,2008,8,33,2,
29834,test,2008-08-13,CULEX PIPIENS,T228,41.951866,-87.725057,,2008,8,33,2,
29840,test,2008-08-13,CULEX PIPIENS/RESTUANS,T035A,41.763733,-87.742302,,2008,8,33,2,
29841,test,2008-08-13,CULEX RESTUANS,T035A,41.763733,-87.742302,,2008,8,33,2,
29842,test,2008-08-13,CULEX PIPIENS,T035A,41.763733,-87.742302,,2008,8,33,2,
29848,test,2008-08-13,CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,,2008,8,33,2,
29849,test,2008-08-13,CULEX RESTUANS,T231,41.98728,-87.666066,,2008,8,33,2,
29850,test,2008-08-13,CULEX PIPIENS,T231,41.98728,-87.666066,,2008,8,33,2,
29856,test,2008-08-13,CULEX PIPIENS/RESTUANS,T232,41.912563,-87.668055,,2008,8,33,2,
29857,test,2008-08-13,CULEX RESTUANS,T232,41.912563,-87.668055,,2008,8,33,2,
29858,test,2008-08-13,CULEX PIPIENS,T232,41.912563,-87.668055,,2008,8,33,2,
29864,test,2008-08-13,CULEX PIPIENS/RESTUANS,T002A,41.965571,-87.781978,,2008,8,33,2,
29865,test,2008-08-13,CULEX RESTUANS,T002A,41.965571,-87.781978,,2008,8,33,2,
29866,test,2008-08-13,CULEX PIPIENS,T002A,41.965571,-87.781978,,2008,8,33,2,
29872,test,2008-08-13,CULEX PIPIENS/RESTUANS,T002B,41.951878,-87.789234,,2008,8,33,2,
29873,test,2008-08-13,CULEX RESTUANS,T002B,41.951878,-87.789234,,2008,8,33,2,
29874,test,2008-08-13,CULEX PIPIENS,T002B,41.951878,-87.789234,,2008,8,33,2,
29880,test,2008-08-13,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,,2008,8,33,2,
29881,test,2008-08-13,CULEX RESTUANS,T233,42.009876,-87.807277,,2008,8,33,2,
29882,test,2008-08-13,CULEX PIPIENS,T233,42.009876,-87.807277,,2008,8,33,2,
29888,test,2008-08-13,CULEX PIPIENS/RESTUANS,T234,41.942285,-87.761726,,2008,8,33,2,
29889,test,2008-08-13,CULEX RESTUANS,T234,41.942285,-87.761726,,2008,8,33,2,
29890,test,2008-08-13,CULEX PIPIENS,T234,41.942285,-87.761726,,2008,8,33,2,
29896,test,2008-08-13,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,,2008,8,33,2,
29897,test,2008-08-13,CULEX RESTUANS,T235,41.776428,-87.627096,,2008,8,33,2,
29898,test,2008-08-13,CULEX PIPIENS,T235,41.776428,-87.627096,,2008,8,33,2,
29904,test,2008-08-13,CULEX PIPIENS/RESTUANS,T236,41.994679,-87.770899,,2008,8,33,2,
29905,test,2008-08-13,CULEX RESTUANS,T236,41.994679,-87.770899,,2008,8,33,2,
29906,test,2008-08-13,CULEX PIPIENS,T236,41.994679,-87.770899,,2008,8,33,2,
29912,test,2008-08-13,CULEX PIPIENS/RESTUANS,T237,41.738903,-87.695443,,2008,8,33,2,
29913,test,2008-08-13,CULEX RESTUANS,T237,41.738903,-87.695443,,2008,8,33,2,
29914,test,2008-08-13,CULEX PIPIENS,T237,41.738903,-87.695443,,2008,8,33,2,
29920,test,2008-08-13,CULEX PIPIENS/RESTUANS,T238,41.753391,-87.707394,,2008,8,33,2,
29921,test,2008-08-13,CULEX RESTUANS,T238,41.753391,-87.707394,,2008,8,33,2,
29922,test,2008-08-13,CULEX PIPIENS,T238,41.753391,-87.707394,,2008,8,33,2,
29928,test,2008-08-13,CULEX PIPIENS/RESTUANS,T065A,41.777689,-87.749149,,2008,8,33,2,
29929,test,2008-08-13,CULEX RESTUANS,T065A,41.777689,-87.749149,,2008,8,33,2,
29930,test,2008-08-13,CULEX PIPIENS,T065A,41.777689,-87.749149,,2008,8,33,2,
29936,test,2008-08-13,CULEX PIPIENS/RESTUANS,T094B,41.71914,-87.669539,,2008,8,33,2,
29937,test,2008-08-13,CULEX RESTUANS,T094B,41.71914,-87.669539,,2008,8,33,2,
29938,test,2008-08-13,CULEX PIPIENS,T094B,41.71914,-87.669539,,2008,8,33,2,
29944,test,2008-08-13,CULEX PIPIENS/RESTUANS,T054C,41.925652,-87.63359,,2008,8,33,2,
29945,test,2008-08-13,CULEX RESTUANS,T054C,41.925652,-87.63359,,2008,8,33,2,
29946,test,2008-08-13,CULEX PIPIENS,T054C,41.925652,-87.63359,,2008,8,33,2,
29952,test,2008-08-19,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,,2008,8,34,1,
29959,test,2008-08-19,CULEX RESTUANS,T002,41.95469,-87.800991,,2008,8,34,1,
29960,test,2008-08-19,CULEX PIPIENS,T002,41.95469,-87.800991,,2008,8,34,1,
29966,test,2008-08-19,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,,2008,8,34,1,
29967,test,2008-08-19,CULEX RESTUANS,T007,41.994991,-87.769279,,2008,8,34,1,
29968,test,2008-08-19,CULEX PIPIENS,T007,41.994991,-87.769279,,2008,8,34,1,
29974,test,2008-08-19,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,,2008,8,34,1,
29975,test,2008-08-19,CULEX RESTUANS,T015,41.974089,-87.824812,,2008,8,34,1,
29976,test,2008-08-19,CULEX PIPIENS,T015,41.974089,-87.824812,,2008,8,34,1,
29982,test,2008-08-19,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,,2008,8,34,1,
29983,test,2008-08-19,CULEX RESTUANS,T045,41.9216,-87.666455,,2008,8,34,1,
29984,test,2008-08-19,CULEX PIPIENS,T045,41.9216,-87.666455,,2008,8,34,1,
29990,test,2008-08-19,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,,2008,8,34,1,
29991,test,2008-08-19,CULEX RESTUANS,T046,41.891118,-87.654491,,2008,8,34,1,
29992,test,2008-08-19,CULEX PIPIENS,T046,41.891118,-87.654491,,2008,8,34,1,
29998,test,2008-08-19,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,,2008,8,34,1,
29999,test,2008-08-19,CULEX RESTUANS,T048,41.867108,-87.654224,,2008,8,34,1,
30000,test,2008-08-19,CULEX PIPIENS,T048,41.867108,-87.654224,,2008,8,34,1,
30006,test,2008-08-19,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,,2008,8,34,1,
30007,test,2008-08-19,CULEX RESTUANS,T049,41.896282,-87.655232,,2008,8,34,1,
30008,test,2008-08-19,CULEX PIPIENS,T049,41.896282,-87.655232,,2008,8,34,1,
30014,test,2008-08-19,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,,2008,8,34,1,
30015,test,2008-08-19,CULEX RESTUANS,T050,41.919343,-87.694259,,2008,8,34,1,
30016,test,2008-08-19,CULEX PIPIENS,T050,41.919343,-87.694259,,2008,8,34,1,
30022,test,2008-08-19,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,,2008,8,34,1,
30023,test,2008-08-19,CULEX RESTUANS,T054,41.921965,-87.632085,,2008,8,34,1,
30024,test,2008-08-19,CULEX PIPIENS,T054,41.921965,-87.632085,,2008,8,34,1,
30030,test,2008-08-19,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,,2008,8,34,1,
30031,test,2008-08-19,CULEX RESTUANS,T086,41.688324,-87.676709,,2008,8,34,1,
30032,test,2008-08-19,CULEX PIPIENS,T086,41.688324,-87.676709,,2008,8,34,1,
30038,test,2008-08-19,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,,2008,8,34,1,
30039,test,2008-08-19,CULEX RESTUANS,T091,41.862292,-87.64886,,2008,8,34,1,
30040,test,2008-08-19,CULEX PIPIENS,T091,41.862292,-87.64886,,2008,8,34,1,
30046,test,2008-08-19,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,,2008,8,34,1,
30047,test,2008-08-19,CULEX RESTUANS,T094,41.720848,-87.666014,,2008,8,34,1,
30048,test,2008-08-19,CULEX PIPIENS,T094,41.720848,-87.666014,,2008,8,34,1,
30054,test,2008-08-19,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,,2008,8,34,1,
30055,test,2008-08-19,CULEX RESTUANS,T096,41.731922,-87.677512,,2008,8,34,1,
30056,test,2008-08-19,CULEX PIPIENS,T096,41.731922,-87.677512,,2008,8,34,1,
30062,test,2008-08-19,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,,2008,8,34,1,
30063,test,2008-08-19,CULEX RESTUANS,T129,41.891126,-87.61156,,2008,8,34,1,
30064,test,2008-08-19,CULEX PIPIENS,T129,41.891126,-87.61156,,2008,8,34,1,
30070,test,2008-08-19,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,,2008,8,34,1,
30071,test,2008-08-19,CULEX RESTUANS,T143,41.999129,-87.795585,,2008,8,34,1,
30072,test,2008-08-19,CULEX PIPIENS,T143,41.999129,-87.795585,,2008,8,34,1,
30078,test,2008-08-19,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,,2008,8,34,1,
30079,test,2008-08-19,CULEX RESTUANS,T148,42.01743,-87.687769,,2008,8,34,1,
30080,test,2008-08-19,CULEX PIPIENS,T148,42.01743,-87.687769,,2008,8,34,1,
30086,test,2008-08-19,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,,2008,8,34,1,
30087,test,2008-08-19,CULEX RESTUANS,T153,41.907645,-87.760886,,2008,8,34,1,
30088,test,2008-08-19,CULEX PIPIENS,T153,41.907645,-87.760886,,2008,8,34,1,
30094,test,2008-08-19,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,,2008,8,34,1,
30095,test,2008-08-19,CULEX RESTUANS,T159,41.732984,-87.649642,,2008,8,34,1,
30096,test,2008-08-19,CULEX PIPIENS,T159,41.732984,-87.649642,,2008,8,34,1,
30102,test,2008-08-19,CULEX PIPIENS/RESTUANS,T009A,41.981964,-87.812827,,2008,8,34,1,
30103,test,2008-08-19,CULEX RESTUANS,T009A,41.981964,-87.812827,,2008,8,34,1,
30104,test,2008-08-19,CULEX PIPIENS,T009A,41.981964,-87.812827,,2008,8,34,1,
30110,test,2008-08-19,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,,2008,8,34,1,
30111,test,2008-08-19,CULEX RESTUANS,T011,41.944869,-87.832763,,2008,8,34,1,
30112,test,2008-08-19,CULEX PIPIENS,T011,41.944869,-87.832763,,2008,8,34,1,
30118,test,2008-08-19,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,,2008,8,34,1,
30119,test,2008-08-19,CULEX RESTUANS,T016,42.011601,-87.811506,,2008,8,34,1,
30120,test,2008-08-19,CULEX PIPIENS,T016,42.011601,-87.811506,,2008,8,34,1,
30126,test,2008-08-19,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.698457,,2008,8,34,1,
30127,test,2008-08-19,CULEX RESTUANS,T019,41.94983,-87.698457,,2008,8,34,1,
30128,test,2008-08-19,CULEX PIPIENS,T019,41.94983,-87.698457,,2008,8,34,1,
30134,test,2008-08-19,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,,2008,8,34,1,
30135,test,2008-08-19,CULEX RESTUANS,T025,41.979243,-87.750938,,2008,8,34,1,
30136,test,2008-08-19,CULEX PIPIENS,T025,41.979243,-87.750938,,2008,8,34,1,
30142,test,2008-08-19,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,,2008,8,34,1,
30143,test,2008-08-19,CULEX RESTUANS,T028,41.986921,-87.689778,,2008,8,34,1,
30144,test,2008-08-19,CULEX PIPIENS,T028,41.986921,-87.689778,,2008,8,34,1,
30150,test,2008-08-19,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,,2008,8,34,1,
30151,test,2008-08-19,CULEX RESTUANS,T031,41.801498,-87.763416,,2008,8,34,1,
30152,test,2008-08-19,CULEX PIPIENS,T031,41.801498,-87.763416,,2008,8,34,1,
30158,test,2008-08-19,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,,2008,8,34,1,
30159,test,2008-08-19,CULEX RESTUANS,T033,41.906638,-87.701431,,2008,8,34,1,
30160,test,2008-08-19,CULEX PIPIENS,T033,41.906638,-87.701431,,2008,8,34,1,
30166,test,2008-08-19,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,,2008,8,34,1,
30167,test,2008-08-19,CULEX RESTUANS,T089,41.723195,-87.64997,,2008,8,34,1,
30168,test,2008-08-19,CULEX PIPIENS,T089,41.723195,-87.64997,,2008,8,34,1,
30174,test,2008-08-19,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,,2008,8,34,1,
30175,test,2008-08-19,CULEX RESTUANS,T090,41.868077,-87.666901,,2008,8,34,1,
30176,test,2008-08-19,CULEX PIPIENS,T090,41.868077,-87.666901,,2008,8,34,1,
30182,test,2008-08-19,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,,2008,8,34,1,
30183,test,2008-08-19,CULEX RESTUANS,T092,41.869216,-87.627561,,2008,8,34,1,
30184,test,2008-08-19,CULEX PIPIENS,T092,41.869216,-87.627561,,2008,8,34,1,
30190,test,2008-08-19,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,,2008,8,34,1,
30191,test,2008-08-19,CULEX RESTUANS,T135,41.662014,-87.724608,,2008,8,34,1,
30192,test,2008-08-19,CULEX PIPIENS,T135,41.662014,-87.724608,,2008,8,34,1,
30198,test,2008-08-19,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,,2008,8,34,1,
30199,test,2008-08-19,CULEX RESTUANS,T141,41.961743,-87.76007,,2008,8,34,1,
30200,test,2008-08-19,CULEX PIPIENS,T141,41.961743,-87.76007,,2008,8,34,1,
30206,test,2008-08-19,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,,2008,8,34,1,
30207,test,2008-08-19,CULEX RESTUANS,T142,41.953067,-87.776792,,2008,8,34,1,
30208,test,2008-08-19,CULEX PIPIENS,T142,41.953067,-87.776792,,2008,8,34,1,
30214,test,2008-08-19,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,,2008,8,34,1,
30215,test,2008-08-19,CULEX RESTUANS,T145,41.878114,-87.629798,,2008,8,34,1,
30216,test,2008-08-19,CULEX PIPIENS,T145,41.878114,-87.629798,,2008,8,34,1,
30222,test,2008-08-19,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,,2008,8,34,1,
30223,test,2008-08-19,CULEX RESTUANS,T146,41.958271,-87.702575,,2008,8,34,1,
30224,test,2008-08-19,CULEX PIPIENS,T146,41.958271,-87.702575,,2008,8,34,1,
30230,test,2008-08-19,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,,2008,8,34,1,
30231,test,2008-08-19,CULEX RESTUANS,T147,41.932094,-87.700117,,2008,8,34,1,
30232,test,2008-08-19,CULEX PIPIENS,T147,41.932094,-87.700117,,2008,8,34,1,
30238,test,2008-08-19,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,,2008,8,34,1,
30239,test,2008-08-19,CULEX RESTUANS,T149,41.994469,-87.667736,,2008,8,34,1,
30240,test,2008-08-19,CULEX PIPIENS,T149,41.994469,-87.667736,,2008,8,34,1,
30246,test,2008-08-19,CULEX PIPIENS/RESTUANS,T150,42.006858,-87.675919,,2008,8,34,1,
30247,test,2008-08-19,CULEX RESTUANS,T150,42.006858,-87.675919,,2008,8,34,1,
30248,test,2008-08-19,CULEX PIPIENS,T150,42.006858,-87.675919,,2008,8,34,1,
30254,test,2008-08-19,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,,2008,8,34,1,
30255,test,2008-08-19,CULEX RESTUANS,T151,41.916265,-87.800515,,2008,8,34,1,
30256,test,2008-08-19,CULEX PIPIENS,T151,41.916265,-87.800515,,2008,8,34,1,
30262,test,2008-08-19,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,,2008,8,34,1,
30263,test,2008-08-19,CULEX RESTUANS,T152,41.846075,-87.716277,,2008,8,34,1,
30264,test,2008-08-19,CULEX PIPIENS,T152,41.846075,-87.716277,,2008,8,34,1,
30270,test,2008-08-19,CULEX PIPIENS/RESTUANS,T154,41.918705,-87.752329,,2008,8,34,1,
30271,test,2008-08-19,CULEX RESTUANS,T154,41.918705,-87.752329,,2008,8,34,1,
30272,test,2008-08-19,CULEX PIPIENS,T154,41.918705,-87.752329,,2008,8,34,1,
30278,test,2008-08-19,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,,2008,8,34,1,
30279,test,2008-08-19,CULEX RESTUANS,T158,41.682587,-87.707973,,2008,8,34,1,
30280,test,2008-08-19,CULEX PIPIENS,T158,41.682587,-87.707973,,2008,8,34,1,
30286,test,2008-08-19,CULEX PIPIENS/RESTUANS,T162,41.725517,-87.614258,,2008,8,34,1,
30287,test,2008-08-19,CULEX RESTUANS,T162,41.725517,-87.614258,,2008,8,34,1,
30288,test,2008-08-19,CULEX PIPIENS,T162,41.725517,-87.614258,,2008,8,34,1,
30294,test,2008-08-19,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,,2008,8,34,1,
30296,test,2008-08-19,CULEX RESTUANS,T218,41.948167,-87.730698,,2008,8,34,1,
30297,test,2008-08-19,CULEX PIPIENS,T218,41.948167,-87.730698,,2008,8,34,1,
30303,test,2008-08-19,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,,2008,8,34,1,
30304,test,2008-08-19,CULEX RESTUANS,T220,41.963976,-87.69181,,2008,8,34,1,
30305,test,2008-08-19,CULEX PIPIENS,T220,41.963976,-87.69181,,2008,8,34,1,
